Forest,BurnType,TakedownDate,TrapType,TreeNumber,TimePoint,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,LifeStage,SubfamilyOrTribe,Superfamily,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","tan tenebrionids, maybe Isomera sericea (8 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","tan tenebrionids, maybe Isomera sericea (8 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size dark weevil with long snout,Coleoptera,1,Curculionidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size brown throscids (4 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size brown throscids (4 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size brown throscids (4 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size brown throscids (4 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size black eucnemid,Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",genus Mycetophagus (3 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",genus Mycetophagus (3 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",genus Mycetophagus (3 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small mycetophagids, maybe genus Litargus (6 total)",Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small mycetophagids, maybe genus Litargus (6 total)",Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small mycetophagids, maybe genus Litargus (6 total)",Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small mycetophagids, maybe genus Litargus (6 total)",Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small mycetophagids, maybe genus Litargus (6 total)",Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small mycetophagids, maybe genus Litargus (6 total)",Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size rove beetles (2 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size rove beetles (2 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tear shaped staph,Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",mid size black tenebrionid with head separated from body,Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","tan scirtid with mostly black elytra and tan edges, maybe genus Sacodes. Eyes very bulging out of head, fourth tarsomere heart-shaped, pronotum not totally like a scirtid, but the head is very scrirtid-esque. Coxal bean visible.",Coleoptera,1,Scirtidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","mid size dark brown bostrichids (2 total), loose 3 seg club clearly visible",Coleoptera,1,Bostrichidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","mid size dark brown bostrichids (2 total), loose 3 seg club clearly visible",Coleoptera,1,Bostrichidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","melandryid, maybe genus Microtonus, metatibial spur not long but the head shape and other features are all Melandryid. Also, it looks very very similar to Microtonus sericans (the body stippling, body shape, pronotum shape, etc.)",Coleoptera,1,Melandryidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tan scraptiids (4 total),Coleoptera,1,Scraptiidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tan scraptiids (4 total),Coleoptera,1,Scraptiidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tan scraptiids (4 total),Coleoptera,1,Scraptiidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tan scraptiids (4 total),Coleoptera,1,Scraptiidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",narrow staph,Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",scydmaenin staph,Coleoptera,1,Staphylinidae,,Scydmaeninae,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","flat monotomid, head separated from body",Coleoptera,1,Monotomidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","tiny brown histerid, maybe genus Aeletes",Coleoptera,1,Histeridae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tan latridiids (2 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",tan latridiids (2 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",small brown throscids (5 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",small brown throscids (5 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",small brown throscids (5 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",small brown throscids (5 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",small brown throscids (5 total),Coleoptera,1,Throscidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1","small brown compact ptinid that looks a bit like a dermestid, but has no scales and no ocellus and DOES appear to have only 4 ventrites",Coleoptera,1,Ptinidae,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",bark beetles (6 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",bark beetles (6 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",bark beetles (6 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",bark beetles (6 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",bark beetles (6 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,70,1,no,1,"100, CV70, 2025-6-27, Vial 1",bark beetles (6 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",carrion beetle,Coleoptera,1,Staphylinidae,,Silphinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",bark beetles (27 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mordellids of various sizes and colors (27 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",pyrochroid with large dark elytra and pectinate antennae,Coleoptera,1,Pyrochroidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",pale orange and black cerambycid with narrowing abdomen,Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",large black rove beetle with shiny black elytra,Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","large black and orange nitidulid, probs genus Glischrochilus",Coleoptera,1,Nitidulidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",pale orange lady beetle with no spots,Coleoptera,1,Coccinellidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","dark brown scarab with smooth and shiny body, maybe genus Calamosternus, first club not cup-shaped, so not a Hybosorid",Coleoptera,1,Scarabaeidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"separate vial - 176, CV74, 2025-7-21","synchroid. No teeth on tarsal claws, body covered in fine setae, has the correct body shape, very clear separation of procoxae with sternal process visibly separating them, NO small lobes on penultimate tarsomeres",Coleoptera,1,Synchroidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mid size black elaterids (2 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mid size black elaterids (2 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",mid size black elaterid with orange and black pronotum,Coleoptera,1,Elateridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",black clerid with orange and black pronotum,Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","black clerids with tan markings, maybe Madoniella dislocata",Coleoptera,1,Cleridae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",eucnemids (6 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",eucnemids (6 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",eucnemids (6 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",eucnemids (6 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",eucnemids (6 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",eucnemids (6 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",genus Mycetophagus (3 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",genus Mycetophagus (3 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",genus Mycetophagus (3 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","lampyrid-mimicing cantharid, head clearly not concealed by pronotum",Coleoptera,1,Cantharidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",tear shaped staph,Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","mid size cryptophagid, maybe genus Antherophagus",Coleoptera,1,Cryptophagidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","melandryid-esque tetratomid, dark magenta colored eyes, maybe genus Hallomenus",Coleoptera,1,Tetratomidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","carabid-esque beetle with distinct separation of pronotum and elytra, black body, loose 3-seg club, and two orange spots on elytra. Maybe Tenebroides bimaculatus. No bean trochanter",Coleoptera,1,Trogossitidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","brown tetratomid, maybe Eustrophus tomentosus",Coleoptera,1,Tetratomidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","mid size shiny smooth brown scarab with cylindrical body, maybe genus Calamosternus",Coleoptera,1,Scarabaeidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",small flat monotomid,Coleoptera,1,Monotomidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","small brown flat beetle with no antennal clubs; lack of clubs, flat body, general shape, and deep lines on pronotum show that it is a laemophloeid",Coleoptera,1,Laemophloeidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1",silvanid,Coleoptera,1,Silvanidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","short elytra cantharid with pale body, 6 ventrites visible",Coleoptera,1,Cantharidae,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,74,1,no,1,"176, CV74, 2025-7-21, Vial 1","tan scraptiids, 1 with head separated from body (4 total)",Coleoptera,1,Scraptiidae,,,,,,,,,,,
